iter	F1	Logloss
885	0.8830462375	0.3689422858
886	0.8822463768	0.3688154291
887	0.8830462375	0.3686938465
888	0.8833836858	0.3685263052
889	0.8831168831	0.3683544262
890	0.8831168831	0.3681705703
891	0.8831168831	0.3679736119
892	0.8839879154	0.3677060161
893	0.8836506497	0.3675421568
894	0.8839177751	0.3673624347
895	0.8839177751	0.3671182091
896	0.8839177751	0.3668998227
897	0.8849290245	0.3666246472
898	0.8846618357	0.3665713133
899	0.8843249773	0.3663921957
900	0.8843249773	0.3661997891
901	0.8843948083	0.3659955266
902	0.8846618357	0.365837969
903	0.8843249773	0.3656966396
904	0.8849984908	0.3655284126
905	0.8849984908	0.3654122604
906	0.8849984908	0.365208217
907	0.8849984908	0.364903571
908	0.8849984908	0.3647582901
909	0.8849290245	0.3645204509
910	0.8852657005	0.3643840638
911	0.885938443	0.3642170496
912	0.8856021733	0.3641002595
913	0.8858695652	0.363914946
914	0.8853349427	0.3637777722
915	0.8853349427	0.3635678382
916	0.8876132931	0.3631572814
917	0.8876132931	0.3629766135
918	0.8876132931	0.3628651822
919	0.88794926	0.3626853141
920	0.88794926	0.3626353625
921	0.88794926	0.3624814216
922	0.88794926	0.3622759647
923	0.8882850242	0.3620270938
924	0.8882850242	0.3618936021
925	0.8883524442	0.3617489026
926	0.8884197829	0.3615510377
927	0.8890229192	0.3614260286
928	0.8890229192	0.3612985456
929	0.8890229192	0.3610425238
930	0.8890898131	0.3608761931
931	0.8890898131	0.3607247259
932	0.8885542169	0.3604989328
933	0.8885542169	0.3603024321
934	0.8885542169	0.3600975959
935	0.8885542169	0.3599236233
936	0.8885542169	0.359839156
937	0.8891566265	0.3596346814
938	0.8892233594	0.3594853563
939	0.8892233594	0.3593295059
940	0.8892233594	0.3591511519
941	0.8892233594	0.3590966711
942	0.8895576286	0.3589337568
943	0.8898916968	0.3587603927
944	0.8895576286	0.3586227518
945	0.8898254064	0.358428936
946	0.8891566265	0.3582619021
947	0.8894245255	0.3581208192
948	0.8894245255	0.3580827158
949	0.8897590361	0.3579338603
950	0.8894245255	0.3577942346
951	0.8900933454	0.3576291103
952	0.8903614458	0.3573925649
953	0.8900933454	0.3571318406
954	0.8907613602	0.3570217004
955	0.8910950662	0.35690109
956	0.8910950662	0.356781627
957	0.8914285714	0.3566391784
958	0.8917618761	0.3564916665
959	0.8917618761	0.3563373477
960	0.8917618761	0.3562810502
961	0.8910950662	0.3561127336
962	0.8910950662	0.3560955297
963	0.8914285714	0.355921173
964	0.8916967509	0.3556917598
965	0.891363226	0.3555353614
966	0.8916967509	0.355322081
967	0.8922335942	0.3551580264
968	0.8925669576	0.3550267881
969	0.8919650918	0.354918578
970	0.8922984356	0.3547758437
971	0.8931688234	0.3546427697
972	0.8928356412	0.3544842349
973	0.8925022584	0.3543304446
974	0.8928356412	0.3542780261
975	0.8931688234	0.3541322706
976	0.8931044866	0.3538894218
977	0.8931688234	0.3537401463
978	0.8931044866	0.3536310105
979	0.893373494	0.3534862263
980	0.8930400723	0.353286948
981	0.8931044866	0.3531558403
982	0.8936426635	0.3529710959
983	0.8939119952	0.3527850157
984	0.895243829	0.3525980305
985	0.895243829	0.3524277863
986	0.8955762865	0.3521733139
987	0.8955762865	0.3519899912
988	0.895845876	0.3516826305
989	0.895845876	0.3515385059
990	0.8955762865	0.351412327
991	0.895845876	0.351279684
992	0.895845876	0.3512090794
993	0.8971119134	0.3509998285
994	0.8977751052	0.3509649008
995	0.8971737823	0.3507078579
996	0.8961781523	0.3505468232
997	0.8961781523	0.3504085742
998	0.8968421053	0.3502428141
999	0.8968421053	0.3501149498
