iter	F1	Logloss
178	0.7332912989	0.513225788
179	0.7342171717	0.5130293112
180	0.7335858586	0.5128997992
181	0.7360454115	0.5126533639
182	0.735479798	0.5124811337
183	0.7362776025	0.5122245954
184	0.7371734341	0.5119355844
185	0.7371734341	0.5117835816
186	0.737007874	0.5116294721
187	0.7395275591	0.5112524104
188	0.7395275591	0.510826294
189	0.7395275591	0.5105511425
190	0.7407174323	0.5102727401
191	0.7407174323	0.5098857056
192	0.741580107	0.5095973504
193	0.7419760856	0.5094267318
194	0.7430009437	0.5090626422
195	0.7433239083	0.5088699536
196	0.7437912606	0.508596846
197	0.7426955702	0.508484132
198	0.74230044	0.5082565778
199	0.7453066333	0.5080382717
200	0.7461658842	0.5078456146
201	0.7456990929	0.5075815642
202	0.7456990929	0.5072471116
203	0.7455510459	0.5068393295
204	0.7466416745	0.5065871602
205	0.7467166979	0.506427984
206	0.7467084639	0.5061895066
207	0.7482780213	0.5058861984
208	0.7482780213	0.5056883361
209	0.7478097622	0.5053487841
210	0.7489069332	0.5051178201
211	0.7485160887	0.5049189924
212	0.7477336668	0.5046508264
213	0.748125	0.5044006575
214	0.746875	0.5042115233
215	0.7475758524	0.5038582214
216	0.7496092529	0.5035958829
217	0.75	0.5034648972
218	0.7496878901	0.5032847249
219	0.7502338634	0.5028866721
220	0.7514018692	0.5027250612
221	0.7511678605	0.5025489216
222	0.7507788162	0.5022670377
223	0.7507002801	0.5020613305
224	0.7501557632	0.501775578
225	0.7529558183	0.5013667839
226	0.7529558183	0.501107585
227	0.7531094527	0.5010117817
228	0.7528753497	0.5008406883
229	0.7528753497	0.5005940882
230	0.7531094527	0.5004506352
231	0.7538844002	0.5002988011
232	0.7526413922	0.5000261494
233	0.7524875622	0.4998708597
234	0.753028891	0.4996476441
235	0.7531822415	0.4995040337
236	0.7534161491	0.4994081626
237	0.753028891	0.4992245582
238	0.7519403912	0.499070178
239	0.7525613164	0.4988867833
240	0.7531822415	0.4986718197
241	0.7526413922	0.4984347514
242	0.7529484792	0.4982679638
243	0.7520943221	0.4981156033
244	0.7531822415	0.4979829725
245	0.7538031667	0.4977245629
246	0.7531822415	0.4975085166
247	0.7535692117	0.4973985247
248	0.7539559417	0.4971988566
249	0.7543424318	0.4970115698
250	0.7543424318	0.497004261
251	0.7553488372	0.4966902351
252	0.7551970214	0.496340562
253	0.7551970214	0.4962349772
254	0.7545764815	0.4960541398
255	0.7548106766	0.4958958418
256	0.7559689922	0.4955813157
257	0.7565891473	0.4953167295
258	0.7571428571	0.4951299828
259	0.756672874	0.4949010115
260	0.756672874	0.4948130108
261	0.7565217391	0.4944987749
262	0.7569077926	0.4942731217
263	0.7565217391	0.4940867405
264	0.7569077926	0.4939436672
265	0.7587705681	0.4936786383
266	0.7583850932	0.4935224435
267	0.7579143389	0.4933347768
268	0.7584496124	0.4931062865
269	0.7596899225	0.4927508381
270	0.7594544327	0.4926364663
271	0.7603100775	0.4923981822
272	0.7605459057	0.4921118363
273	0.761078401	0.4919941314
274	0.7606943583	0.4918952192
275	0.7609302326	0.491735697
276	0.7609302326	0.4916839938
277	0.7611662531	0.4915243174
278	0.7605459057	0.4912393672
279	0.7607818802	0.4910630667
280	0.7608695652	0.4908518407
281	0.7603100775	0.490578121
282	0.7603100775	0.4904674284
283	0.7611662531	0.4900814963
284	0.7614024201	0.4898194682
285	0.7617866005	0.4897596445
286	0.7603972688	0.4895740352
287	0.7603100775	0.4893855217
288	0.7606943583	0.4892161347
289	0.7606943583	0.4890858915
290	0.7603100775	0.4887197192
291	0.7613143211	0.4885168479
292	0.761078401	0.4882810439
293	0.7614622057	0.4878916854
294	0.7622291022	0.4875614527
295	0.7629950495	0.487184158
296	0.7627590473	0.4869791062
297	0.7633776678	0.4868318709
298	0.7629950495	0.4866781665
299	0.7629950495	0.4863786048
300	0.7623762376	0.4860923697
301	0.7650509416	0.4857654066
302	0.7648148148	0.4855639607
303	0.7645788337	0.4854284356
304	0.7650509416	0.485267171
305	0.7648148148	0.4851107327
306	0.7652872143	0.4849404054
307	0.7659048796	0.4847730193
308	0.7674275139	0.4844058932
309	0.7681383143	0.4841558196
310	0.7683755405	0.4840223354
311	0.7695155816	0.4837997824
312	0.7692782233	0.4834043102
313	0.770320197	0.4830594631
314	0.771270037	0.4827898355
315	0.7701786815	0.482618277
316	0.7704160247	0.4824738474
317	0.7706986765	0.4822245706
318	0.770320197	0.4819775047
319	0.7705574376	0.4818762759
320	0.7711733908	0.4817054494
321	0.7709359606	0.4814524206
322	0.7702245463	0.4812903664
323	0.7719729564	0.4810696922
324	0.7716923077	0.4808411248
325	0.7725453986	0.4806446379
326	0.7729230769	0.4804410325
327	0.7731609726	0.48032965
328	0.7746305419	0.4801606585
329	0.7746305419	0.4800553822
330	0.7750076947	0.4799793172
331	0.7751461089	0.4796905393
332	0.7755227552	0.4794064759
333	0.7756607253	0.4791929754
334	0.7760368664	0.4789118362
335	0.775422427	0.478729141
336	0.7747084101	0.4784413455
337	0.7765500307	0.4779221274
338	0.7779141104	0.4774436292
339	0.7775391224	0.4772555469
340	0.7785276074	0.4770608226
341	0.7787990196	0.4768192765
342	0.7797546012	0.4766150529
343	0.7789344764	0.4764264482
344	0.780502759	0.4760959949
345	0.7811158798	0.4758664408
346	0.7817290006	0.475433973
347	0.7829552422	0.475293983
348	0.7813554125	0.4749762158
349	0.782208589	0.4747132241
350	0.7813554125	0.4744975301
351	0.7826887661	0.4742986685
352	0.7817290006	0.4740732436
353	0.7821023598	0.4739862715
354	0.783568363	0.4737506002
355	0.7827152927	0.473649378
356	0.7828220859	0.473503427
357	0.7834609495	0.4733420472
358	0.7834609495	0.4731284713
359	0.7843137255	0.472934281
360	0.7841814838	0.4727933743
361	0.7841814838	0.4726778558
362	0.7846625767	0.4726754931
363	0.7841814838	0.4725558714
364	0.7855170298	0.4722787828
365	0.7846625767	0.4720571226
366	0.7850352653	0.4717280068
367	0.7862618829	0.4715047197
368	0.7858895706	0.4714169017
369	0.7861307149	0.4713225454
370	0.7862829149	0.4710117456
371	0.7864137087	0.4706853937
372	0.7865443425	0.470461245
373	0.7869153164	0.470210051
374	0.7878973105	0.4700978383
375	0.788637752	0.4698020753
376	0.7885085575	0.469519636
377	0.7901159243	0.4693789965
378	0.7893772894	0.4692307335
379	0.7888956681	0.468801615
380	0.7897467196	0.4685219637
381	0.7907118851	0.4683092156
382	0.7907118851	0.4681653081
383	0.7912087912	0.4679739529
384	0.7910812462	0.4677175661
385	0.7910812462	0.467581459
386	0.7910812462	0.4673912051
387	0.7910812462	0.4672397678
388	0.7914503817	0.4671402604
389	0.7908396947	0.4669143606
390	0.7923029933	0.4666692294
391	0.7923029933	0.4665515415
392	0.7923029933	0.4662047585
393	0.7915647922	0.4660272855
394	0.7919340055	0.4657840977
395	0.7923029933	0.4655606462
396	0.7923029933	0.4653087525
397	0.7926717557	0.465106102
398	0.7926717557	0.4649500668
399	0.793040293	0.4647482133
400	0.793040293	0.4647208795
401	0.7934086054	0.4646571339
402	0.7937766931	0.4644612698
403	0.7934086054	0.4642774168
404	0.7941445563	0.4640302196
405	0.7945121951	0.4638483833
406	0.7941445563	0.4635797918
407	0.7937766931	0.4633854329
408	0.7941445563	0.463166153
409	0.7941445563	0.4630982627
410	0.7941445563	0.4630763863
411	0.7946292341	0.4628871195
412	0.7957317073	0.4626474929
413	0.7953644404	0.4625085533
414	0.7970749543	0.462270244
415	0.7967083206	0.4620558102
416	0.7967083206	0.4618474228
417	0.7970749543	0.4616598648
418	0.7970749543	0.4615776407
419	0.7974413646	0.4613710351
420	0.7985392575	0.4611687494
421	0.7985392575	0.4609693383
422	0.7982963188	0.4607967126
423	0.798053528	0.4606451255
424	0.797564688	0.460473122
425	0.7978075518	0.460325554
426	0.7979274611	0.4601571039
427	0.7980505635	0.4598990774
428	0.7984165652	0.4597733036
429	0.7987804878	0.4595115723
430	0.7995124924	0.4593439356
431	0.7995124924	0.4590171464
432	0.8002436054	0.4587892639
433	0.8002436054	0.4586569341
434	0.799634592	0.4584863897
435	0.799634592	0.4583264769
436	0.8	0.458189433
437	0.8001218769	0.4578944157
438	0.8004873591	0.4576320415
439	0.8014616322	0.457359349
440	0.801217656	0.4571177657
441	0.8009738284	0.45698964
442	0.8015824711	0.4567935634
443	0.801826484	0.4565382993
444	0.8019470642	0.456261177
445	0.8015824711	0.4560383932
446	0.8013386066	0.4559139662
447	0.801703163	0.4557179966
448	0.8020674977	0.4555358145
449	0.801703163	0.4553372587
450	0.8023114355	0.4552338695
451	0.8023114355	0.4550817785
452	0.802919708	0.4547985561
453	0.8019470642	0.454493193
454	0.8023114355	0.4542558807
455	0.8026755853	0.4541572026
456	0.8026755853	0.4540161603
457	0.8046186569	0.453596567
458	0.8042553191	0.4534304141
459	0.8047373216	0.4530831708
460	0.8044930176	0.4529918172
461	0.8047373216	0.4528789276
462	0.8053446705	0.4525584096
463	0.8059520194	0.4523630656
464	0.8060698027	0.4520954292
465	0.8060698027	0.452090036
466	0.8065593684	0.4519875358
467	0.8065593684	0.4517831024
468	0.8061968408	0.4516011974
469	0.8065593684	0.4514080594
470	0.807049529	0.4511065473
471	0.8072948328	0.4509154199
472	0.8079027356	0.4506204598
473	0.8085235921	0.4504938272
474	0.8088861838	0.4501736532
475	0.8104814138	0.4499319616
476	0.8099878197	0.4497474364
477	0.8095092959	0.4494779254
478	0.8093788063	0.4492938675
479	0.8101034693	0.448999788
480	0.8113207547	0.448702724
481	0.8113207547	0.4485089574
482	0.8113207547	0.4483884582
483	0.8113207547	0.4482594684
484	0.8115677321	0.4479653036
485	0.8118148599	0.4477540833
486	0.8121765601	0.4476021201
487	0.8121765601	0.4474424195
488	0.8122908427	0.4472039492
489	0.8110739276	0.446904356
490	0.8115677321	0.4466584028
491	0.8114355231	0.4463961132
492	0.8122908427	0.4462077926
493	0.8130130739	0.445867693
494	0.8134872418	0.4455297326
495	0.8138475554	0.4453806874
496	0.8138475554	0.4453123269
497	0.8138475554	0.445055126
498	0.8140947752	0.4449357709
499	0.8144549043	0.4445612154
500	0.8142076503	0.4443681093
501	0.8154219794	0.4440980618
502	0.8163884674	0.443795938
503	0.8163884674	0.4436411609
504	0.8166363084	0.4435060845
505	0.8163884674	0.4433025224
506	0.8162769511	0.4431617344
507	0.8168843	0.4428265742
508	0.8178506375	0.442539746
509	0.8178506375	0.4422673259
510	0.8178506375	0.44193498
511	0.8178506375	0.4417261412
512	0.8176024279	0.4415522471
513	0.8183196846	0.4413012698
514	0.8186779867	0.4410439513
515	0.8192844148	0.4407831843
516	0.8192844148	0.4406779509
517	0.82	0.4404125957
518	0.8196423159	0.4401124723
519	0.8198908429	0.439756412
520	0.8203574674	0.4394128824
521	0.8208548045	0.4391251591
522	0.8202485602	0.438844964
523	0.8212121212	0.4385912626
524	0.8214610488	0.4382957692
525	0.8219261054	0.4380194739
526	0.8216772631	0.4378615681
527	0.8219261054	0.4376615524
528	0.8225317989	0.4373288031
529	0.8219261054	0.4371363868
530	0.8221750985	0.436896089
531	0.8227809755	0.4366269442
532	0.8232445521	0.4363933187
533	0.8232445521	0.4362431741
534	0.8252044835	0.4359144368
535	0.8254160363	0.4356884079
536	0.8243120653	0.4354508685
537	0.8253103239	0.4352033225
538	0.8256658596	0.4350129726
539	0.8255216208	0.4349119535
540	0.8259158341	0.4347436948
541	0.8262711864	0.4346183214
542	0.8259158341	0.43444165
543	0.8259158341	0.4341984861
544	0.8256658596	0.4339229535
545	0.82602118	0.4337377461
546	0.8258766626	0.433500782
547	0.8256270777	0.4332444251
548	0.8256270777	0.4330870565
549	0.8257713249	0.4328177581
550	0.8263762855	0.4325434115
551	0.8256658596	0.4322750658
552	0.8261263985	0.4320383246
553	0.8263762855	0.4318744462
554	0.8272314675	0.4317082008
555	0.8274818402	0.4315127034
556	0.8265213442	0.431254419
557	0.8268765133	0.4310828334
558	0.8274818402	0.4309732292
559	0.8284848485	0.4305840431
560	0.8300514995	0.4302279209
561	0.8300514995	0.430145842
562	0.8300514995	0.4300500545
563	0.8294010889	0.4297758268
564	0.8294010889	0.4296065387
565	0.8291502873	0.429352501
566	0.8301088271	0.4290860798
567	0.8301088271	0.4289606423
568	0.8299031477	0.4286362624
569	0.8295488949	0.4284467859
570	0.8302571861	0.4282347465
571	0.8300060496	0.4281412963
572	0.8307599152	0.4279122833
573	0.8307599152	0.4277208515
574	0.8311138015	0.4275704975
575	0.8308623298	0.4273742471
576	0.8318209316	0.427232272
577	0.831215971	0.4270533892
578	0.8319226119	0.4267834331
579	0.8325272068	0.426492301
580	0.8327789537	0.4262960203
581	0.8336358137	0.426113259
582	0.8331318017	0.4259052024
583	0.8337363966	0.4256943283
584	0.8337363966	0.4254159353
585	0.8337363966	0.4252015766
586	0.8339885092	0.4250479483
587	0.8339885092	0.4249674267
588	0.8339885092	0.424858524
589	0.8343409915	0.4246979423
590	0.8337363966	0.4244809606
591	0.8336358137	0.4242722284
592	0.8336358137	0.4241263426
593	0.8339885092	0.4237994681
594	0.8338880484	0.4235658884
595	0.8337874659	0.4233886358
596	0.834845735	0.4231482737
597	0.8341404358	0.4230329029
598	0.8344931921	0.4229687808
599	0.834845735	0.4228317389
600	0.8354506957	0.4225968191
601	0.8360556564	0.4225009088
602	0.8360556564	0.4222466189
603	0.8359564165	0.4220808694
604	0.8360556564	0.4217965147
605	0.8360556564	0.4215702088
606	0.8366606171	0.4213923452
607	0.8367593712	0.4212242778
608	0.8375189107	0.4209724431
609	0.8380260369	0.4207877734
610	0.8384754991	0.4205564942
611	0.8389830508	0.4204171048
612	0.8389830508	0.420131876
613	0.8390804598	0.4199688073
614	0.8389241463	0.4197746424
615	0.8392749245	0.41952946
616	0.8396254908	0.4192067621
617	0.8396254908	0.4190846494
618	0.8405797101	0.4186757172
619	0.8398791541	0.4185273808
620	0.8394315089	0.4182594562
621	0.8406410644	0.4179364603
622	0.8394315089	0.4178788645
623	0.8410876133	0.4176774879
624	0.8413417951	0.4174100968
625	0.8420416793	0.4171961159
626	0.8420416793	0.4170017363
627	0.8422960725	0.4166827309
628	0.8429003021	0.4164903981
629	0.8425506195	0.4162565787
630	0.8425506195	0.4160836722
631	0.8422007255	0.4159533742
632	0.8425506195	0.4157752705
633	0.8425506195	0.4156926125
634	0.8425506195	0.415407609
635	0.8429003021	0.4153212521
636	0.8422960725	0.4152350114
637	0.8419462073	0.4150465255
638	0.8426457264	0.4149587915
639	0.8409915357	0.4148018157
640	0.8420416793	0.4146180645
641	0.8429951691	0.4144424315
642	0.8422960725	0.4142025183
643	0.8421370359	0.4139746437
644	0.8421370359	0.4139282563
645	0.8428355958	0.4136451132
646	0.8430899215	0.4134471108
647	0.8441362677	0.4131620165
648	0.8447392222	0.4129328857
649	0.8449004225	0.4127079887
650	0.8449004225	0.4124978333
651	0.8452488688	0.412239257
652	0.8449939686	0.4119723752
653	0.8447392222	0.411821865
654	0.8444846293	0.4116242411
655	0.8453421767	0.4113058903
656	0.8453421767	0.4111986161
657	0.8454353721	0.4109863762
658	0.8462929476	0.410691562
659	0.8462929476	0.4105281444
660	0.8462929476	0.4102942786
661	0.8462929476	0.4102422575
662	0.8460379632	0.4100552034
663	0.8462929476	0.4098171812
664	0.8461074231	0.4095099905
665	0.8466183575	0.4093070861
666	0.8483383686	0.4089847336
667	0.8475499093	0.4087461962
668	0.8462469734	0.4085738283
669	0.8465960666	0.4084179424
670	0.8466888419	0.408210781
671	0.847734139	0.4080190818
672	0.847734139	0.4079088451
673	0.8480821504	0.4078157981
674	0.847826087	0.4075997847
675	0.847826087	0.4074664651
676	0.8485214243	0.4073398493
677	0.847734139	0.4070993711
678	0.8480821504	0.4070561184
679	0.847734139	0.406885413
680	0.8484299517	0.4066223821
681	0.8493812255	0.4062790513
682	0.8486127865	0.406071404
683	0.8486127865	0.4058164653
684	0.8493068113	0.405537891
685	0.849562858	0.4052421003
686	0.8500754148	0.4050030813
687	0.8503319252	0.404691124
688	0.8512820513	0.4044436092
689	0.850678733	0.4042488227
690	0.8512820513	0.4040651561
691	0.8512820513	0.4040005769
692	0.8518853695	0.4038013473
693	0.851628468	0.4035709716
694	0.8523206751	0.4033926671
695	0.8519746759	0.4033180121
696	0.853092006	0.4031191331
697	0.8533494267	0.4028072844
698	0.8533494267	0.4027724141
699	0.8538647343	0.4024965515
700	0.8540344515	0.4022717259
701	0.853341397	0.4020290204
702	0.8531722054	0.4018335204
703	0.8531722054	0.4017942252
704	0.8528256271	0.4015748814
705	0.8531722054	0.4014082666
706	0.8535185744	0.4012795802
707	0.8525679758	0.4010752424
708	0.8524788392	0.4008929659
709	0.8524788392	0.4007634963
710	0.8528256271	0.4005356123
711	0.8530834341	0.4001892327
712	0.8524788392	0.3999586135
713	0.8529145273	0.3996494399
714	0.8529145273	0.399465168
715	0.8534300393	0.3992363991
716	0.853688029	0.3991161689
717	0.8541226216	0.3988569675
718	0.8548143676	0.398611638
719	0.8548143676	0.3984602623
720	0.8550724638	0.3982300581
721	0.8550724638	0.3979707794
722	0.8554180501	0.3977492588
723	0.8551599276	0.3975678819
724	0.8560217326	0.3974169315
725	0.8556763285	0.397214774
726	0.8563669282	0.3970309574
727	0.8560217326	0.3967998392
728	0.8563669282	0.3965966197
729	0.8573152338	0.3963117733
730	0.8569704285	0.3961264592
731	0.8580042207	0.3958394288
732	0.8588661037	0.3956143392
733	0.8591251885	0.3955486484
734	0.8586071752	0.3953799018
735	0.8586071752	0.3953292869
736	0.8591251885	0.39512557
737	0.8582629674	0.3948596999
738	0.8586923772	0.3946131614
739	0.8595539482	0.3943985257
740	0.8600723764	0.3941700433
741	0.8609351433	0.3939248363
742	0.8609351433	0.3937254526
743	0.8606755127	0.3935569142
744	0.8606755127	0.3933195209
745	0.8606755127	0.3933022432
746	0.8606755127	0.3932081694
747	0.861278649	0.393057702
748	0.861278649	0.3928322583
749	0.8616219475	0.3926434489
750	0.8616219475	0.3924415526
751	0.8616219475	0.3923822235
752	0.8616219475	0.3923248913
753	0.8623079241	0.3921188054
754	0.862224902	0.3919649897
755	0.861278649	0.3917143991
756	0.8623079241	0.3914984144
757	0.8617886179	0.3912854386
758	0.8619650392	0.3910381527
759	0.8623079241	0.3908306172
760	0.863253012	0.3906106753
761	0.8629930744	0.3904003196
762	0.8635131064	0.390177548
763	0.8637733574	0.3900163461
764	0.8637733574	0.3898082521
765	0.8648974668	0.3896327048
766	0.8655006031	0.3893912818
767	0.8655006031	0.3893729789
768	0.8658426289	0.3891914406
769	0.8655006031	0.3889578896
770	0.866022933	0.3888143665
771	0.8657616893	0.3886167969
772	0.8657616893	0.3884784442
773	0.8657616893	0.3882281365
774	0.8667068758	0.3880261875
775	0.8664455834	0.3878275264
776	0.8664455834	0.3876947685
777	0.8667068758	0.387523965
778	0.8661844485	0.3872494597
779	0.8658426289	0.3870881662
780	0.8658426289	0.3869127363
781	0.8661037394	0.3867314493
782	0.8661037394	0.386519857
783	0.8657616893	0.3863642272
784	0.8657616893	0.386127947
785	0.8657616893	0.3860158065
786	0.8657616893	0.3858726742
787	0.8662843344	0.3856511505
788	0.8673100121	0.3853774741
789	0.8669683258	0.385323235
790	0.8672299336	0.3852737543
791	0.8686197523	0.3848674353
792	0.8695652174	0.3845926668
793	0.8695652174	0.3844094017
794	0.8695652174	0.3843872724
795	0.8699064292	0.384247857
796	0.8707729469	0.3839677405
797	0.8721668178	0.38378409
798	0.872057936	0.3835466811
799	0.8717174766	0.383480647
800	0.8716399879	0.3832713159
801	0.8713768116	0.3830890442
802	0.8710359408	0.382917209
803	0.8716399879	0.3826664014
804	0.8717174766	0.3823343204
805	0.8725075529	0.3821553795
806	0.8725075529	0.3819222365
807	0.8726614363	0.3816237575
808	0.8729248415	0.3814314978
809	0.8729248415	0.38127484
810	0.8729248415	0.3812569771
811	0.8729248415	0.3810313631
812	0.8729248415	0.3808967095
813	0.8729248415	0.3808426336
814	0.8726614363	0.3806721047
815	0.8730015083	0.3805369527
816	0.8732649366	0.3804321846
817	0.8741322065	0.3802215467
818	0.8742081448	0.3799951093
819	0.8743597469	0.3798762156
820	0.8740204943	0.3797056806
821	0.8743597469	0.3795696683
822	0.874623267	0.3794754872
823	0.8740204943	0.379343294
824	0.8751507841	0.3790705992
825	0.8747358889	0.3788926545
826	0.8743961353	0.3788092339
827	0.875	0.3786042409
828	0.8756789378	0.3782932808
829	0.8751507841	0.3781401799
830	0.8754147813	0.3779659255
831	0.8754147813	0.3778958239
832	0.8756789378	0.3777112823
833	0.8761329305	0.3774606199
834	0.8767371601	0.3772172567
835	0.8770021154	0.3769646611
836	0.8770021154	0.3768037621
837	0.8773413897	0.3766142734
838	0.8773413897	0.3764950856
839	0.8773413897	0.3764218836
840	0.8774894387	0.3762613089
841	0.8774894387	0.376213508
842	0.8774894387	0.3760683391
843	0.8774894387	0.3758835814
844	0.8778280543	0.3757490766
845	0.8778280543	0.3755359432
846	0.8781664656	0.375407286
847	0.8781664656	0.3752359462
848	0.8784313725	0.3751045679
849	0.8787696019	0.3749790637
850	0.8784313725	0.3748264314
851	0.8781664656	0.3746608565
852	0.8791076274	0.3744638136
853	0.8791076274	0.3743309228
854	0.8795653486	0.3741714015
855	0.8798309179	0.374078008
856	0.8798309179	0.3739366394
857	0.879638009	0.3738222806
858	0.8804347826	0.3736092908
859	0.8800966475	0.3735637263
860	0.8795653486	0.37333938
861	0.879638009	0.3731495797
862	0.8798309179	0.3729258084
863	0.8800966475	0.3727700659
864	0.8798309179	0.3725111301
865	0.8798309179	0.3722847882
866	0.8797583082	0.3720591791
867	0.8800241765	0.3718571033
868	0.8800241765	0.371798663
869	0.8800966475	0.3715177773
870	0.8806285887	0.3713634092
871	0.8800241765	0.3711754416
872	0.8806285887	0.3709970183
873	0.8821039903	0.3708002719
874	0.8821039903	0.3707378131
875	0.8821039903	0.370606231
876	0.8821039903	0.3704579114
877	0.8823707288	0.3702770559
878	0.8823707288	0.3701234686
879	0.881765951	0.3699565212
880	0.8814993954	0.3698199403
881	0.8814993954	0.3697293636
882	0.8814993954	0.3694884643
883	0.8818374131	0.369286329
884	0.8830462375	0.3691037803
